count	DateAsNumber
1	2012-06-30
1	2012-07-03
1	2012-07-03
1	2012-07-03
1	2012-07-03
1	2012-07-03
1	2012-07-03
1	2012-07-03
1	2012-07-03
1	2012-07-05
1	2012-07-06
1	2012-07-06
1	2012-07-06
1	2012-07-06
1	2012-07-06
1	2012-07-06
1	2012-07-09
1	2012-07-09
1	2012-07-09
1	2012-07-09
1	2012-07-09
1	2012-07-09
1	2012-07-09
1	2012-07-09
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-12
1	2012-07-13
1	2012-07-13
1	2012-07-13
1	2012-07-13
1	2012-07-13
1	2012-07-13
1	2012-07-13
1	2012-07-13
1	2012-08-02
1	2012-08-02
1	2012-08-02
1	2012-08-02
1	2012-08-06
1	2012-08-06
1	2012-08-06
1	2012-08-06
1	2012-08-06
1	2012-08-06
1	2012-08-06
1	2012-08-06
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-07
1	2012-08-08
1	2012-08-08
1	2012-08-08
1	2012-08-08
1	2012-08-18
1	2012-08-18
1	2012-08-18
1	2012-08-23
1	2012-08-23
1	2012-08-23
1	2012-08-23
1	2012-08-24
1	2012-08-26
1	2012-08-26
1	2012-08-26
1	2012-08-26
1	2012-08-26
1	2012-08-26
1	2012-09-08
1	2012-09-08
1	2012-09-08
1	2012-09-08
1	2012-09-08
1	2012-09-08
1	2012-09-08
1	2012-09-08
1	2012-09-20
1	2012-09-20
1	2012-09-20
1	2012-09-20
1	2012-09-30
1	2012-09-30
1	2012-09-30
1	2012-09-30
1	2012-09-30
1	2012-09-30
1	2012-09-30
1	2012-09-30
1	2012-09-30
1	2012-09-30
1	2012-09-30
1	2012-10-02
1	2012-10-19
1	2012-10-19
1	2012-10-19
1	2012-10-19
1	2012-10-19
1	2012-10-19
1	2012-10-19
1	2012-10-19
1	2012-10-19
1	2012-10-19
1	2012-10-23
1	2012-10-23
1	2012-10-23
1	2012-10-23
1	2012-10-23
1	2012-10-23
1	2012-10-23
1	2012-10-23
1	2012-10-23
1	2012-10-23
1	2012-10-23
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-10-31
1	2012-11-14
1	2012-11-16
1	2012-11-16
1	2012-11-17
1	2012-11-17
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-11-23
1	2012-12-03
1	2012-12-03
1	2012-12-03
1	2012-12-03
1	2012-12-03
1	2012-12-03
1	2012-12-03
1	2012-12-03
1	2012-12-03
1	2012-12-03
1	2012-12-03
1	2012-12-03
1	2012-12-13
1	2012-12-13
1	2012-12-13
1	2012-12-13
1	2012-12-13
1	2012-12-13
1	2012-12-13
1	2012-12-13
1	2012-12-13
1	2012-12-13
1	2012-12-14
1	2012-12-14
1	2012-12-15
1	2012-12-15
1	2012-12-15
1	2012-12-15
1	2012-12-19
1	2012-12-19
1	2012-12-19
1	2012-12-19
1	2012-12-19
1	2012-12-19
1	2012-12-31
1	2012-12-31
1	2012-12-31
1	2012-12-31
1	2013-01-11
1	2013-01-11
1	2013-01-11
1	2013-01-11
1	2013-01-11
1	2013-01-11
1	2013-01-11
1	2013-01-11
1	2013-01-11
1	2013-01-11
1	2013-01-11
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-15
1	2013-01-30
1	2013-01-30
1	2013-02-01
1	2013-02-01
1	2013-02-01
1	2013-02-01
1	2013-02-01
1	2013-02-01
1	2013-02-01
1	2013-02-01
1	2013-02-01
1	2013-02-01
1	2013-02-01
1	2013-02-01
1	2013-02-04
1	2013-02-04
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-15
1	2013-02-26
1	2013-02-26
1	2013-02-26
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-18
1	2013-03-27
1	2013-03-27
1	2013-03-27
1	2013-03-27
1	2013-03-27
1	2013-03-27
1	2013-03-27
1	2013-03-27
1	2013-03-27
1	2013-03-27
1	2013-03-27
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-03-28
1	2013-04-04
1	2013-04-04
1	2013-04-11
1	2013-04-11
1	2013-04-11
1	2013-04-11
1	2013-04-12
1	2013-04-12
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-04-17
1	2013-05-05
1	2013-05-05
1	2013-05-05
1	2013-05-09
1	2013-05-09
1	2013-05-09
1	2013-05-09
1	2013-05-09
1	2013-05-09
1	2013-05-13
1	2013-05-13
1	2013-05-13
1	2013-05-13
1	2013-05-13
1	2013-05-13
1	2013-05-13
1	2013-05-13
1	2013-05-13
1	2013-05-13
